order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
3191148,78603,prior,2,2,14,10.0
818305,78603,prior,3,1,17,30.0
2358357,78603,prior,4,1,18,28.0
1954655,78603,prior,5,4,19,24.0
2514746,78603,prior,6,4,20,7.0
1428941,78603,test,7,6,14,30.0
304163,78837,prior,1,3,11,
766307,78837,prior,2,4,8,30.0
553526,78837,prior,3,4,13,28.0
1608607,78837,test,4,3,8,30.0
2155431,78893,prior,1,2,18,
810616,78893,prior,2,2,9,21.0
2462906,78893,prior,3,4,2,16.0
2971101,78893,test,4,6,18,30.0
3268603,79161,prior,1,6,17,
3291338,79161,prior,2,5,14,6.0
1675601,79161,prior,3,3,19,5.0
639925,79161,prior,4,4,18,15.0
212807,79161,prior,5,0,13,10.0
2712978,79161,prior,6,5,14,30.0
2853984,79161,test,7,4,16,6.0
2357867,79179,prior,1,6,17,
3391034,79179,prior,2,1,14,2.0
2280742,79179,prior,3,4,17,3.0
2234995,79179,prior,4,2,12,5.0
130783,79179,prior,5,2,16,14.0
2496467,79179,prior,6,3,16,8.0
1667221,79179,prior,7,5,14,2.0
1756100,79179,prior,8,3,15,12.0
1806299,79179,prior,9,3,14,7.0
2333985,79179,prior,10,3,18,7.0
827776,79179,prior,11,4,11,8.0
638377,79179,prior,12,6,11,2.0
1281515,79179,prior,13,3,14,4.0
3275404,79179,prior,14,3,10,7.0
2934129,79179,prior,15,2,18,20.0
2878597,79179,prior,16,1,11,20.0
155891,79179,prior,17,3,19,9.0
1191346,79179,prior,18,4,17,1.0
1900453,79179,prior,19,4,19,7.0
1379638,79179,prior,20,1,16,4.0
2732991,79179,prior,21,5,16,4.0
3018043,79179,prior,22,1,23,3.0
3415296,79179,prior,23,2,23,1.0
55136,79179,prior,24,3,14,8.0
1742383,79179,prior,25,5,16,30.0
487378,79179,test,26,0,13,30.0
3380384,79361,prior,1,4,10,
109754,79361,prior,2,4,12,30.0
508111,79361,prior,3,4,10,28.0
1524558,79361,prior,4,4,10,30.0
484505,79361,prior,5,1,12,30.0
830021,79361,prior,6,4,14,10.0
2812218,79361,prior,7,5,14,22.0
2384852,79361,prior,8,1,15,24.0
3142800,79361,prior,9,2,10,30.0
2871760,79361,prior,10,4,14,16.0
1126141,79361,prior,11,2,9,19.0
1158139,79361,test,12,1,10,30.0
1281463,79370,prior,1,1,22,
141274,79370,prior,2,3,10,9.0
2129806,79370,prior,3,2,12,20.0
3092801,79370,prior,4,2,14,7.0
423827,79370,prior,5,2,8,7.0
123748,79370,prior,6,1,19,6.0
965929,79370,prior,7,5,11,11.0
766737,79370,prior,8,3,16,12.0
1032515,79370,prior,9,4,23,8.0
1628466,79370,prior,10,4,22,7.0
3108880,79370,prior,11,4,20,7.0
1123739,79370,prior,12,4,21,14.0
2527270,79370,prior,13,0,23,10.0
2227522,79370,prior,14,3,9,10.0
980106,79370,prior,15,6,14,10.0
1557076,79370,prior,16,6,10,7.0
2030951,79370,prior,17,1,18,16.0
827718,79370,prior,18,1,17,14.0
832044,79370,prior,19,1,17,7.0
1041211,79370,prior,20,3,10,9.0
2568552,79370,prior,21,6,0,10.0
2610300,79370,prior,22,5,11,13.0
3100645,79370,prior,23,0,2,9.0
2801433,79370,prior,24,1,13,8.0
3089947,79370,prior,25,5,12,18.0
1780279,79370,prior,26,2,9,11.0
2343034,79370,prior,27,1,9,30.0
1140498,79370,test,28,5,9,4.0
2160869,79442,prior,1,6,13,
2847676,79442,prior,2,6,13,30.0
288972,79442,prior,3,5,12,30.0
3143692,79442,test,4,0,13,30.0
466058,79665,prior,1,1,14,
2286507,79665,prior,2,2,9,8.0
2580165,79665,prior,3,1,11,6.0
1445802,79665,prior,4,0,14,6.0
2138297,79665,prior,5,1,8,8.0
1365189,79665,prior,6,1,16,7.0
2007079,79665,prior,7,2,9,8.0
3329203,79665,prior,8,1,10,13.0
3416006,79665,prior,9,2,9,8.0
1200990,79665,prior,10,1,11,6.0
861403,79665,prior,11,1,13,14.0
1483672,79665,prior,12,1,11,14.0
2441915,79665,prior,13,2,9,8.0
1286115,79665,prior,14,1,10,6.0
2223727,79665,prior,15,4,14,10.0
1591152,79665,prior,16,1,13,30.0
1707876,79665,prior,17,1,11,14.0
1718661,79665,prior,18,5,9,18.0
1957822,79665,prior,19,4,10,30.0
982815,79665,prior,20,1,11,25.0
327711,79665,prior,21,3,9,9.0
1869230,79665,prior,22,3,14,14.0
2229646,79665,prior,23,3,11,7.0
3346237,79665,test,24,2,12,13.0
2155734,79875,prior,1,2,8,
696710,79875,prior,2,6,15,4.0
2912621,79875,prior,3,1,12,9.0
2001232,79875,prior,4,6,14,5.0
1119416,79875,prior,5,6,11,7.0
1225842,79875,prior,6,5,12,6.0
2472604,79875,prior,7,6,12,8.0
3051046,79875,prior,8,5,19,6.0
1910198,79875,prior,9,3,14,5.0
818393,79875,prior,10,4,10,8.0
2040626,79875,prior,11,2,9,12.0
516258,79875,prior,12,1,19,6.0
1270295,79875,prior,13,4,14,10.0
2473739,79875,prior,14,5,8,15.0
1934057,79875,prior,15,5,7,7.0
2867212,79875,prior,16,4,19,6.0
565013,79875,prior,17,4,21,7.0
1560631,79875,prior,18,0,18,10.0
198626,79875,prior,19,3,6,10.0
1274855,79875,prior,20,6,9,10.0
2001331,79875,test,21,1,11,30.0
2855306,79963,prior,1,4,14,
1356050,79963,prior,2,6,16,2.0
496090,79963,prior,3,5,18,20.0
129385,79963,prior,4,4,19,30.0
3253218,79963,prior,5,0,14,30.0
1938791,79963,test,6,3,7,30.0
2114511,80354,prior,1,2,16,
1208858,80354,prior,2,1,12,6.0
747968,80354,prior,3,5,16,4.0
213620,80354,prior,4,2,22,4.0
620595,80354,prior,5,3,10,8.0
3400984,80354,test,6,1,12,5.0
399744,80386,prior,1,0,14,
554589,80386,prior,2,1,13,1.0
394678,80386,prior,3,2,15,1.0
1532512,80386,prior,4,5,9,3.0
598222,80386,prior,5,4,14,6.0
1669246,80386,prior,6,0,15,3.0
681982,80386,prior,7,6,9,6.0
2180457,80386,prior,8,5,13,6.0
2098564,80386,prior,9,0,16,9.0
1085933,80386,prior,10,2,12,9.0
3140659,80386,prior,11,4,19,2.0
3324838,80386,prior,12,0,12,3.0
2820699,80386,prior,13,4,11,4.0
1066393,80386,test,14,0,12,3.0
1895896,80422,prior,1,5,20,
1967664,80422,prior,2,1,12,10.0
1558033,80422,prior,3,5,19,4.0
2182887,80422,prior,4,6,20,1.0
2740099,80422,prior,5,5,18,6.0
1158530,80422,prior,6,0,19,16.0
144535,80422,prior,7,4,13,4.0
2553252,80422,prior,8,3,16,6.0
1274838,80422,prior,9,6,11,10.0
3394186,80422,prior,10,0,18,1.0
2335195,80422,prior,11,3,13,3.0
2946800,80422,prior,12,4,4,1.0
242765,80422,prior,13,5,19,1.0
1003593,80422,prior,14,6,19,1.0
1303652,80422,prior,15,1,18,2.0
3221518,80422,prior,16,6,14,5.0
662371,80422,prior,17,4,19,5.0
2420296,80422,prior,18,2,19,5.0
929457,80422,prior,19,4,19,2.0
91664,80422,prior,20,5,20,1.0
2014511,80422,prior,21,1,3,3.0
1232839,80422,prior,22,3,20,2.0
260382,80422,prior,23,4,19,1.0
440732,80422,prior,24,6,2,2.0
1709169,80422,prior,25,0,15,1.0
1468646,80422,prior,26,1,18,1.0
2741193,80422,prior,27,2,17,1.0
379308,80422,prior,28,4,21,2.0
3118638,80422,prior,29,5,19,1.0
2050584,80422,prior,30,0,3,2.0
2829692,80422,prior,31,1,17,1.0
623110,80422,prior,32,2,19,1.0
3183177,80422,prior,33,3,13,1.0
1018093,80422,prior,34,4,15,1.0
2499658,80422,prior,35,5,3,1.0
813213,80422,prior,36,5,16,0.0
2806271,80422,prior,37,0,11,2.0
1875375,80422,prior,38,0,19,0.0
723774,80422,prior,39,1,16,1.0
2008043,80422,prior,40,2,18,1.0
2848950,80422,prior,41,3,14,1.0
2341371,80422,prior,42,5,15,2.0
1779328,80422,prior,43,0,14,2.0
2275925,80422,prior,44,1,15,1.0
3104451,80422,prior,45,2,16,1.0
3154456,80422,prior,46,3,17,1.0
80125,80422,prior,47,6,14,3.0
11495,80422,prior,48,0,18,1.0
1826944,80422,prior,49,1,14,1.0
60501,80422,prior,50,5,4,4.0
255684,80422,prior,51,5,19,0.0
367776,80422,prior,52,6,17,1.0
3000718,80422,prior,53,0,17,1.0
3410196,80422,prior,54,1,18,1.0
2109295,80422,prior,55,5,17,4.0
2544466,80422,prior,56,6,0,1.0
705991,80422,prior,57,1,16,2.0
1883222,80422,prior,58,2,18,1.0
841330,80422,prior,59,3,17,1.0
159440,80422,prior,60,3,17,0.0
391998,80422,prior,61,4,18,1.0
254458,80422,prior,62,5,14,1.0
3268714,80422,prior,63,6,13,1.0
3312016,80422,prior,64,0,17,1.0
3168939,80422,prior,65,1,17,1.0
3316736,80422,prior,66,2,17,1.0
2698006,80422,prior,67,3,6,1.0
1812957,80422,prior,68,4,17,1.0
3173961,80422,prior,69,5,8,1.0
3346085,80422,prior,70,5,22,0.0
317191,80422,prior,71,6,18,1.0
2796215,80422,prior,72,1,20,2.0
1875816,80422,prior,73,2,18,1.0
1260621,80422,prior,74,4,17,2.0
1771042,80422,prior,75,0,20,3.0
1580112,80422,prior,76,2,12,2.0
2294191,80422,prior,77,2,18,0.0
935266,80422,prior,78,3,17,1.0
3207673,80422,prior,79,4,17,1.0
2529732,80422,prior,80,5,18,1.0
2727903,80422,prior,81,6,15,1.0
2229601,80422,prior,82,0,15,1.0
3179146,80422,prior,83,2,19,2.0
956660,80422,prior,84,3,16,1.0
2007278,80422,prior,85,4,15,1.0
350597,80422,prior,86,5,17,1.0
1953206,80422,prior,87,6,17,1.0
1915434,80422,prior,88,0,19,1.0
711274,80422,prior,89,1,17,1.0
554559,80422,prior,90,2,17,1.0
720419,80422,prior,91,3,19,1.0
3006386,80422,prior,92,4,23,1.0
973334,80422,prior,93,5,19,1.0
144374,80422,test,94,6,20,1.0
441185,80564,prior,1,2,11,
3231642,80564,prior,2,0,11,30.0
1161815,80564,prior,3,4,12,11.0
1770851,80564,prior,4,6,13,2.0
1992208,80564,prior,5,4,13,5.0
829450,80564,prior,6,4,13,0.0
3246926,80564,prior,7,2,19,5.0
1265593,80564,prior,8,0,16,26.0
1891614,80564,test,9,6,12,6.0
3109208,80716,prior,1,4,18,
1174857,80716,prior,2,0,11,30.0
699999,80716,prior,3,1,23,22.0
1046766,80716,test,4,6,22,12.0
2379714,81045,prior,1,0,11,
1408433,81045,prior,2,0,8,14.0
856056,81045,prior,3,1,10,8.0
838978,81045,prior,4,0,14,13.0
1246823,81045,prior,5,2,11,16.0
3324312,81045,prior,6,2,12,0.0
1230822,81045,prior,7,0,12,19.0
2793932,81045,prior,8,0,11,21.0
1669577,81045,prior,9,0,11,14.0
1002902,81045,prior,10,1,10,15.0
81382,81045,prior,11,0,11,20.0
375559,81045,prior,12,0,14,21.0
3052561,81045,prior,13,0,15,14.0
2118562,81045,prior,14,0,15,7.0
1994611,81045,prior,15,0,12,30.0
2091333,81045,prior,16,1,9,22.0
2654902,81045,prior,17,1,11,14.0
2050654,81045,prior,18,3,18,9.0
2593853,81045,prior,19,0,15,18.0
2152740,81045,prior,20,0,13,21.0
3206000,81045,prior,21,0,13,14.0
1789584,81045,test,22,2,16,16.0
2122555,81066,prior,1,6,16,
2978121,81066,prior,2,6,16,14.0
831897,81066,prior,3,0,14,15.0
1502256,81066,prior,4,6,14,13.0
144346,81066,prior,5,6,18,7.0
675732,81066,prior,6,6,10,14.0
1645783,81066,prior,7,5,16,13.0
1854141,81066,prior,8,1,16,17.0
3259817,81066,prior,9,5,12,18.0
1635045,81066,prior,10,1,15,17.0
885185,81066,prior,11,6,9,5.0
1090629,81066,prior,12,6,13,7.0
2701018,81066,prior,13,5,10,6.0
1863124,81066,prior,14,5,17,7.0
469745,81066,prior,15,0,8,9.0
3346644,81066,prior,16,5,14,26.0
1907306,81066,prior,17,6,15,22.0
1362689,81066,prior,18,4,18,12.0
2776483,81066,prior,19,6,10,9.0
2869597,81066,prior,20,5,11,13.0
2828313,81066,prior,21,5,16,14.0
443178,81066,prior,22,0,15,16.0
229323,81066,prior,23,1,12,22.0
2180905,81066,test,24,0,10,6.0
307654,81649,prior,1,1,22,
1824681,81649,prior,2,5,7,11.0
429848,81649,prior,3,1,9,17.0
1339861,81649,prior,4,1,8,7.0
3060164,81649,prior,5,4,8,10.0
3261451,81649,prior,6,2,8,30.0
486521,81649,test,7,4,12,23.0
1295951,81911,prior,1,1,15,
1127516,81911,prior,2,2,3,30.0
1305701,81911,prior,3,3,17,30.0
400454,81911,prior,4,2,15,30.0
2838347,81911,test,5,1,18,30.0
3138745,82231,prior,1,0,12,
1204861,82231,prior,2,3,16,17.0
2678855,82231,prior,3,0,14,30.0
410657,82231,prior,4,1,10,30.0
1827795,82231,prior,5,2,21,8.0
2031166,82231,test,6,0,13,30.0
1412717,82409,prior,1,4,11,
2114783,82409,prior,2,6,16,30.0
2832718,82409,prior,3,2,21,10.0
1641680,82409,prior,4,4,11,16.0
2098616,82409,prior,5,1,19,11.0
816000,82409,prior,6,1,11,14.0
3107259,82409,prior,7,3,11,9.0
2435020,82409,prior,8,2,20,13.0
3299062,82409,prior,9,5,10,17.0
2151550,82409,prior,10,4,20,6.0
1375633,82409,prior,11,3,10,13.0
2804033,82409,prior,12,4,20,15.0
2196575,82409,prior,13,2,8,26.0
1304417,82409,prior,14,4,10,16.0
2841116,82409,prior,15,1,10,18.0
2733687,82409,prior,16,2,11,15.0
1275793,82409,prior,17,3,20,15.0
906461,82409,prior,18,5,11,30.0
1830195,82409,prior,19,6,23,8.0
2334785,82409,prior,20,3,11,18.0
2585758,82409,prior,21,4,9,8.0
1970440,82409,prior,22,5,13,15.0
2532218,82409,prior,23,2,11,11.0
3305457,82409,test,24,3,10,15.0
676289,82420,prior,1,5,13,
1321694,82420,prior,2,3,9,5.0
458751,82420,prior,3,5,8,2.0
2170682,82420,prior,4,3,10,5.0
3239902,82420,prior,5,4,15,1.0
1649710,82420,prior,6,3,8,6.0
1792280,82420,prior,7,5,16,2.0
3418107,82420,prior,8,1,15,3.0
982112,82420,prior,9,4,10,3.0
2093326,82420,prior,10,3,11,6.0
2485449,82420,prior,11,4,11,1.0
3322231,82420,prior,12,2,17,5.0
561056,82420,prior,13,5,10,3.0
2389308,82420,prior,14,2,16,4.0
2265420,82420,prior,15,4,11,2.0
2381652,82420,prior,16,5,9,1.0
2685653,82420,prior,17,1,10,3.0
3087609,82420,prior,18,3,8,2.0
794984,82420,prior,19,4,10,1.0
524887,82420,prior,20,5,11,1.0
1180801,82420,prior,21,3,8,5.0
1698923,82420,prior,22,4,10,1.0
3359260,82420,prior,23,2,12,5.0
2860633,82420,prior,24,4,9,2.0
3155149,82420,prior,25,5,11,1.0
2546934,82420,prior,26,2,8,4.0
2825975,82420,prior,27,0,20,5.0
612723,82420,prior,28,2,9,2.0
2656012,82420,prior,29,4,10,2.0
1135427,82420,prior,30,5,11,1.0
242379,82420,prior,31,2,10,4.0
1568058,82420,prior,32,4,9,2.0
2560006,82420,prior,33,5,8,1.0
1775163,82420,prior,34,2,12,4.0
1657414,82420,prior,35,4,9,2.0
1171098,82420,prior,36,2,9,5.0
290155,82420,prior,37,3,13,1.0
713148,82420,prior,38,4,10,1.0
342445,82420,prior,39,1,11,4.0
109843,82420,prior,40,5,12,4.0
1952282,82420,prior,41,3,11,5.0
713680,82420,prior,42,5,14,2.0
940657,82420,prior,43,3,14,5.0
658151,82420,prior,44,1,22,5.0
1876359,82420,prior,45,5,15,4.0
530546,82420,prior,46,3,8,5.0
2351118,82420,prior,47,5,8,2.0
796659,82420,prior,48,2,9,4.0
163135,82420,prior,49,0,20,5.0
1237186,82420,prior,50,5,10,5.0
627022,82420,prior,51,4,9,6.0
977028,82420,prior,52,6,12,2.0
1473928,82420,prior,53,2,17,3.0
2150083,82420,prior,54,4,16,2.0
2665318,82420,prior,55,5,16,1.0
2028976,82420,prior,56,2,17,4.0
1770984,82420,prior,57,4,8,2.0
610160,82420,prior,58,5,10,1.0
2300850,82420,prior,59,3,10,5.0
1311457,82420,prior,60,1,12,5.0
455067,82420,prior,61,1,17,0.0
97796,82420,prior,62,3,15,2.0
2195404,82420,prior,63,5,17,2.0
1606733,82420,prior,64,2,17,4.0
665336,82420,prior,65,1,13,6.0
1913075,82420,prior,66,3,13,2.0
3021317,82420,prior,67,5,16,2.0
756404,82420,prior,68,6,11,8.0
1342778,82420,prior,69,2,12,3.0
2587696,82420,prior,70,5,9,3.0
2557481,82420,prior,71,2,14,4.0
2145567,82420,prior,72,5,17,3.0
3159445,82420,prior,73,1,14,3.0
2447053,82420,prior,74,3,9,2.0
1128655,82420,prior,75,5,8,2.0
1636965,82420,prior,76,1,10,3.0
2230685,82420,prior,77,1,19,7.0
2836432,82420,prior,78,5,13,4.0
2668177,82420,prior,79,2,17,4.0
669084,82420,prior,80,3,16,1.0
606986,82420,prior,81,5,9,2.0
2105287,82420,prior,82,2,10,4.0
344907,82420,prior,83,3,15,1.0
794840,82420,prior,84,5,14,2.0
362281,82420,prior,85,1,17,3.0
29272,82420,prior,86,3,23,2.0
359316,82420,prior,87,5,10,2.0
2802199,82420,prior,88,2,13,4.0
3322352,82420,prior,89,5,10,3.0
3393374,82420,prior,90,3,10,5.0
3236907,82420,prior,91,5,10,2.0
3034139,82420,prior,92,2,16,4.0
2545432,82420,prior,93,3,15,1.0
2315260,82420,prior,94,2,16,6.0
3194634,82420,prior,95,3,12,1.0
1525787,82420,prior,96,5,8,2.0
1030342,82420,prior,97,2,9,4.0
3351299,82420,prior,98,3,11,1.0
788141,82420,prior,99,4,8,1.0
1366132,82420,test,100,5,9,1.0
2322963,82662,prior,1,2,18,
1219820,82662,prior,2,3,14,30.0
1167417,82662,prior,3,3,13,7.0
540305,82662,prior,4,4,15,30.0
202540,82662,prior,5,4,11,21.0
1638499,82662,prior,6,1,15,30.0
148567,82662,prior,7,4,11,10.0
1721024,82662,prior,8,2,17,19.0
563382,82662,prior,9,2,11,14.0
1756462,82662,prior,10,4,12,2.0
3224777,82662,prior,11,1,12,4.0
3172495,82662,prior,12,2,9,8.0
1259996,82662,prior,13,1,11,6.0
2948443,82662,prior,14,4,9,17.0
655900,82662,prior,15,5,9,1.0
245164,82662,prior,16,1,14,30.0
1718262,82662,prior,17,4,11,3.0
1075213,82662,test,18,3,9,6.0
264815,82797,prior,1,0,11,
1745959,82797,prior,2,0,9,21.0
1805910,82797,prior,3,6,21,6.0
105669,82797,prior,4,0,12,8.0
636405,82797,prior,5,0,16,7.0
3019880,82797,prior,6,6,20,13.0
2946279,82797,prior,7,0,18,8.0
155344,82797,prior,8,5,21,19.0
1483679,82797,prior,9,1,20,3.0
611841,82797,prior,10,0,17,13.0
2150235,82797,prior,11,0,13,28.0
196847,82797,prior,12,3,18,30.0
2661634,82797,prior,13,0,18,18.0
2865028,82797,prior,14,1,19,8.0
1302146,82797,prior,15,0,17,30.0
1261744,82797,prior,16,0,17,28.0
222562,82797,prior,17,0,13,30.0
2612883,82797,prior,18,1,13,15.0
2867613,82797,test,19,6,21,26.0
2756268,83034,prior,1,6,11,
1916803,83034,prior,2,5,7,20.0
2888037,83034,prior,3,5,8,14.0
101008,83034,prior,4,3,12,12.0
3418650,83034,prior,5,6,16,30.0
2479833,83034,test,6,4,17,30.0
876412,83210,prior,1,0,7,
61777,83210,prior,2,2,7,9.0
792888,83210,prior,3,2,21,7.0
3225108,83210,test,4,5,21,10.0
2545782,83467,prior,1,5,21,
2154557,83467,prior,2,3,16,12.0
412424,83467,prior,3,6,14,3.0
243522,83467,prior,4,5,15,6.0
2983434,83467,prior,5,1,13,10.0
2219901,83467,prior,6,5,22,4.0
103308,83467,prior,7,3,9,30.0
3013232,83467,prior,8,0,11,18.0
2568624,83467,prior,9,2,9,23.0
461095,83467,prior,10,3,11,15.0
585601,83467,prior,11,6,15,3.0
3078799,83467,prior,12,5,21,20.0
511900,83467,prior,13,6,12,8.0
2182282,83467,prior,14,6,10,7.0
1975083,83467,prior,15,0,10,22.0
3220440,83467,prior,16,5,13,30.0
255314,83467,prior,17,6,15,8.0
1827184,83467,prior,18,4,11,30.0
2707785,83467,prior,19,1,11,4.0
1815211,83467,prior,20,0,16,30.0
1834182,83467,prior,21,0,13,14.0
265855,83467,test,22,5,14,5.0
784370,83469,prior,1,6,12,
1674671,83469,prior,2,6,16,7.0
1491093,83469,prior,3,6,9,7.0
2861119,83469,prior,4,0,15,8.0
1546635,83469,prior,5,5,20,12.0
110262,83469,prior,6,5,20,7.0
2631632,83469,prior,7,6,10,8.0
2121642,83469,prior,8,5,8,6.0
885403,83469,prior,9,5,19,21.0
2677218,83469,prior,10,5,20,14.0
1483287,83469,prior,11,4,21,6.0
320534,83469,prior,12,6,10,9.0
159435,83469,prior,13,4,19,12.0
418388,83469,prior,14,4,16,14.0
83454,83469,prior,15,0,11,3.0
2214226,83469,prior,16,5,2,19.0
163196,83469,prior,17,0,14,2.0
2383429,83469,prior,18,5,20,5.0
3159991,83469,prior,19,5,18,7.0
1259756,83469,prior,20,5,18,7.0
521742,83469,prior,21,5,21,7.0
1601663,83469,prior,22,5,11,7.0
278326,83469,prior,23,1,11,3.0
2122031,83469,prior,24,6,9,5.0
277222,83469,prior,25,3,14,4.0
231029,83469,prior,26,0,18,4.0
2337722,83469,prior,27,4,18,4.0
1315147,83469,prior,28,6,6,9.0
1496190,83469,prior,29,3,19,4.0
1998866,83469,prior,30,4,10,15.0
1369490,83469,prior,31,1,9,11.0
2675124,83469,prior,32,6,14,5.0
416657,83469,prior,33,0,22,1.0
1429226,83469,prior,34,0,13,7.0
892234,83469,prior,35,6,15,6.0
2671379,83469,prior,36,6,7,7.0
601110,83469,prior,37,0,8,15.0
2126328,83469,prior,38,4,11,4.0
1456235,83469,prior,39,1,11,25.0
3332107,83469,prior,40,6,14,5.0
1497878,83469,prior,41,2,11,10.0
2917606,83469,prior,42,6,13,4.0
3111619,83469,prior,43,0,16,1.0
1038623,83469,prior,44,0,10,7.0
735639,83469,prior,45,2,17,2.0
1370727,83469,prior,46,5,15,3.0
2018369,83469,test,47,2,18,4.0
2938269,83773,prior,1,0,11,
2244026,83773,prior,2,3,10,3.0
1950891,83773,prior,3,6,10,3.0
827797,83773,prior,4,0,11,1.0
227716,83773,prior,5,1,11,1.0
2798115,83773,prior,6,1,13,0.0
3038934,83773,prior,7,5,8,4.0
6650,83773,prior,8,1,10,3.0
2545764,83773,prior,9,5,10,4.0
2938939,83773,prior,10,6,12,1.0
689700,83773,prior,11,6,17,0.0
401676,83773,prior,12,6,10,7.0
1556656,83773,prior,13,0,9,1.0
2729813,83773,prior,14,3,8,3.0
887757,83773,prior,15,6,9,3.0
455874,83773,prior,16,6,12,0.0
2455354,83773,prior,17,1,11,2.0
1683050,83773,prior,18,2,7,1.0
1204933,83773,prior,19,2,11,0.0
2027461,83773,prior,20,5,10,3.0
1248328,83773,prior,21,6,9,1.0
1671043,83773,prior,22,6,11,0.0
993416,83773,prior,23,3,9,4.0
1358805,83773,prior,24,6,7,3.0
252695,83773,test,25,0,9,1.0
2339659,84088,prior,1,0,13,
1007292,84088,prior,2,0,9,14.0
2402699,84088,prior,3,0,13,28.0
3090036,84088,prior,4,6,13,6.0
2521306,84088,prior,5,1,13,9.0
3276991,84088,test,6,4,0,10.0
1536971,84204,prior,1,0,10,
1430241,84204,prior,2,6,8,30.0
2882278,84204,prior,3,4,6,19.0
187491,84204,prior,4,3,14,6.0
833184,84204,prior,5,6,12,10.0
5184,84204,prior,6,2,9,24.0
3389983,84204,prior,7,5,8,10.0
916893,84204,test,8,3,6,30.0
1191966,84218,prior,1,5,11,
1936820,84218,prior,2,1,7,24.0
3249605,84218,prior,3,0,18,30.0
2371819,84218,prior,4,1,8,15.0
1567529,84218,prior,5,6,14,12.0
3301901,84218,prior,6,2,7,10.0
2102621,84218,prior,7,0,19,12.0
722086,84218,prior,8,3,9,30.0
2752289,84218,prior,9,0,9,30.0
2808137,84218,test,10,2,18,23.0
947811,84538,prior,1,2,9,
534981,84538,prior,2,3,9,22.0
2197373,84538,prior,3,0,17,18.0
1850526,84538,test,4,0,9,30.0
1689168,84580,prior,1,3,14,
1155416,84580,prior,2,3,13,30.0
2297754,84580,prior,3,3,13,30.0
258445,84580,test,4,3,15,0.0
2414124,84772,prior,1,1,10,
2940853,84772,prior,2,2,11,22.0
438996,84772,prior,3,1,11,27.0
2812223,84772,prior,4,2,13,30.0
3402844,84772,test,5,4,10,30.0
1491890,85481,prior,1,1,20,
1742768,85481,prior,2,3,6,9.0
2054215,85481,prior,3,5,8,23.0
602628,85481,prior,4,4,7,20.0
1157827,85481,prior,5,0,15,3.0
1062987,85481,prior,6,5,10,19.0
57076,85481,prior,7,0,19,9.0
2766703,85481,prior,8,4,13,11.0
151385,85481,prior,9,0,14,17.0
1919957,85481,prior,10,6,20,13.0
2196556,85481,prior,11,3,22,11.0
166193,85481,prior,12,0,15,11.0
303227,85481,prior,13,3,18,24.0
1394098,85481,prior,14,2,10,13.0
42719,85481,prior,15,5,15,10.0
1796346,85481,prior,16,0,15,16.0
702241,85481,prior,17,2,10,2.0
903228,85481,prior,18,1,15,30.0
539482,85481,prior,19,3,13,9.0
3215175,85481,prior,20,4,14,8.0
3135175,85481,prior,21,1,17,4.0
1412629,85481,prior,22,0,10,20.0
2450883,85481,prior,23,6,8,20.0
1357633,85481,test,24,2,13,30.0
1299492,85654,prior,1,6,10,
486220,85654,prior,2,6,9,7.0
2279194,85654,prior,3,5,14,6.0
701473,85654,prior,4,6,15,8.0
1749866,85654,prior,5,6,11,7.0
717491,85654,prior,6,6,11,7.0
578526,85654,prior,7,6,11,7.0
1887591,85654,prior,8,6,11,7.0
217592,85654,prior,9,3,14,11.0
2904463,85654,prior,10,6,15,3.0
2047262,85654,prior,11,6,11,7.0
2711127,85654,prior,12,5,9,6.0
1479801,85654,prior,13,6,22,8.0
2780162,85654,test,14,4,9,5.0
3079355,86224,prior,1,2,15,
1526632,86224,prior,2,3,8,29.0
659761,86224,prior,3,1,10,30.0
1877414,86224,prior,4,0,18,6.0
1069539,86224,prior,5,1,15,22.0
1506444,86224,prior,6,2,22,8.0
793867,86224,prior,7,1,8,30.0
3347654,86224,prior,8,5,13,4.0
1871818,86224,prior,9,1,8,17.0
631686,86224,prior,10,0,19,20.0
2981850,86224,prior,11,2,9,23.0
494011,86224,prior,12,3,14,29.0
371481,86224,prior,13,1,20,12.0
657391,86224,prior,14,5,8,4.0
248088,86224,prior,15,5,20,0.0
1251962,86224,prior,16,4,9,6.0
67048,86224,prior,17,5,17,1.0
1382127,86224,prior,18,1,19,17.0
1852211,86224,prior,19,1,21,7.0
117281,86224,test,20,2,7,8.0
2791444,86367,prior,1,0,19,
1009758,86367,prior,2,6,20,6.0
2983214,86367,prior,3,4,16,5.0
1961130,86367,prior,4,1,16,11.0
116344,86367,prior,5,0,18,6.0
1367318,86367,prior,6,0,14,7.0
865094,86367,prior,7,1,16,8.0
1149714,86367,prior,8,0,17,6.0
1872217,86367,prior,9,4,20,4.0
445372,86367,prior,10,4,14,7.0
294516,86367,prior,11,2,16,5.0
129524,86367,prior,12,1,18,6.0
1661224,86367,prior,13,1,12,7.0
838266,86367,prior,14,5,17,4.0
715431,86367,prior,15,0,16,16.0
1389253,86367,prior,16,5,15,5.0
1265160,86367,prior,17,2,17,4.0
1124434,86367,prior,18,0,15,5.0
935391,86367,prior,19,5,16,5.0
356277,86367,prior,20,0,16,9.0
3304394,86367,prior,21,0,16,7.0
72442,86367,prior,22,0,12,7.0
2591870,86367,prior,23,5,10,5.0
